Gains,Multi Day Gains,SMA Gains,Stoch RSI,Single Day Volume,Buy
0.008,0.01,0.008,0.5,0.151,0
0.006,0.014,0.006,0.6,-0.263,-1
0.004,0.01,0.006,0.7,-0.126,1
-0.002,0.002,0.003,1,0.336,0
0.017,0.015,0.006,0.9,0.214,-1
0.004,0.021,0.006,1,-0.092,1
-0.007,-0.004,0.005,1,0.105,-1
0.008,0.001,0.002,0.8,-0.169,0
-0.005,0.003,-0.001,0.9,0.134,1
-0.009,-0.014,-0.002,0.8,0.246,-1
0.01,0.001,-0.001,0.6,0.058,0
-0.011,-0.001,-0.003,0.6,0.007,0
-0.011,-0.022,-0.004,0,0.008,0
-0.005,-0.015,-0.009,0,0.046,1
-0.019,-0.023,-0.012,0,-0.018,-1
0.021,0.002,-0.001,0,-0.204,1
-0.029,-0.008,-0.009,0.3,0.644,0
0.007,-0.022,0,0,-0.219,0
0.003,0.011,-0.006,0.1,-0.102,0
0.003,0.006,0.004,0.1,0.086,0
0.018,0.021,0.008,0.2,-0.274,0
0.003,0.021,0.008,0.5,-0.05,-1
0.023,0.025,0.015,0.6,-0.067,0
0,0.023,0.009,0.9,0.078,0
0.005,0.005,0.009,0.9,-0.014,0
-0.01,-0.005,-0.002,1,-0.073,0
0.005,-0.005,0,0.8,-0.039,0
0.015,0.02,0.003,0.9,0.397,0
0.001,0.016,0.007,1,-0.302,0
-0.001,0.001,0.005,1,0.064,0
-0.013,-0.014,-0.004,1,0.334,1
-0.004,-0.017,-0.006,0.6,-0.357,0
0.013,0.009,-0.001,0.5,0.103,0
0.002,0.014,0.004,0.8,-0.065,-1
0.004,0.005,0.006,0.7,-0.208,1
-0.016,-0.013,-0.003,0.8,0.15,0
0.003,-0.013,-0.003,0,0.277,-1
0.012,0.016,0,0.1,-0.008,0
0,0.012,0.005,0.6,-0.171,1
-0.008,-0.008,0.001,0.5,0.265,-1
0.006,-0.002,-0.001,0.2,0.643,0
-0.002,0.004,-0.001,0.4,-0.534,1
-0.011,-0.013,-0.002,0.3,0.327,0
0.004,-0.007,-0.003,0,-0.087,0
0.006,0.009,0,0.2,-0.11,0
0.004,0.01,0.005,0.4,-0.095,-1
0.007,0.011,0.006,0.6,-0.142,0
-0.005,0.002,0.002,0.9,0.124,0
0.002,-0.003,0.001,0.6,0.29,0
-0.012,-0.011,-0.005,0.8,0.18,1
0.006,-0.006,-0.001,0,-0.048,0
0.01,0.016,0.001,0,-0.324,0
0.004,0.014,0.007,0.6,-0.223,0
0.002,0.006,0.005,0.8,0.219,0
0.005,0.007,0.004,0.9,-0.645,-1
0.002,0.007,0.003,1,1.205,0
-0.001,0.001,0.002,1,-0.079,0
0,-0.002,0,0.9,-0.092,1
-0.01,-0.01,-0.004,0.9,0.239,0
0.017,0.007,0.002,0.2,0.312,0
0.003,0.02,0.003,1,-0.062,0
0.001,0.003,0.007,1,0.04,0
0.004,0.005,0.003,1,0.129,0
0.003,0.008,0.003,1,-0.036,-1
0.001,0.005,0.003,1,-0.158,1
-0.009,-0.008,-0.002,1,0.535,0
0.008,-0.001,0,0.4,-0.009,-1
0.003,0.011,0.001,0.7,-0.285,1
-0.011,-0.009,0,0.8,0.834,-1
0.012,0.001,0.001,0.2,-0.344,0
-0.01,0.002,-0.003,0.6,0.556,0
-0.019,-0.029,-0.006,0.2,0.593,1
-0.022,-0.041,-0.017,0,0.003,0
0.005,-0.017,-0.012,0,-0.46,0
-0.004,0.001,-0.007,0.1,0.13,-1
0.005,0.001,0.002,0,0.287,0
-0.011,-0.007,-0.003,0.1,0.163,1
-0.011,-0.022,-0.006,0,-0.017,0
0.016,0.005,-0.002,0,-0.395,-1
0.012,0.028,0.006,0.3,0.152,0
-0.005,0.007,0.008,0.4,-0.202,0
-0.031,-0.036,-0.008,0.4,1.065,0
0.002,-0.029,-0.011,0.1,0.384,1
-0.007,-0.005,-0.012,0.1,-0.546,0
0.013,0.005,0.003,0.1,0.507,-1
-0.002,0.011,0.001,0.5,-0.288,0
0.01,0.008,0.007,0.5,-0.07,0
-0.001,0.01,0.002,0.8,0.362,0
0.016,0.015,0.008,0.8,-0.477,0
0.005,0.021,0.007,1,0.06,0
0.006,0.011,0.009,1,0.147,0
0.002,0.008,0.004,1,0.15,0
0,0.002,0.003,1,-0.406,1
-0.012,-0.012,-0.003,1,0.568,0
0.009,-0.003,-0.001,0.7,-0.15,0
-0.001,0.008,-0.001,0.9,0.472,0
0.001,-0.001,0.003,0.9,-0.331,-1
0.01,0.011,0.003,0.9,-0.149,0
0.003,0.013,0.005,1,0.09,0
0.001,0.004,0.005,1,-0.063,0
0.003,0.004,0.002,1,-0.1,0
0.014,0.017,0.006,1,0.297,0
0,0.014,0.006,1,-0.349,0
0.002,0.002,0.005,1,0.348,0
0.004,0.006,0.002,1,0.204,0
0.004,0.009,0.003,1,-0.136,0
0,0.004,0.003,1,0.008,0
0,0,0.001,1,-0.094,0
0.008,0.008,0.003,1,0.149,0
0.006,0.014,0.005,1,0.052,0
-0.001,0.005,0.004,1,0.107,1
-0.005,-0.006,0,1,0.153,0
0.005,0,0,0.4,-0.186,-1
0.007,0.012,0.002,0.5,-0.008,0
-0.005,0.002,0.002,0.7,0.072,0
-0.002,-0.006,0,0.1,0.139,1
-0.001,-0.002,-0.003,0,-0.079,-1
0.006,0.006,0.001,0,-0.346,0
0.001,0.007,0.002,0.3,0.084,1
-0.003,-0.003,0.001,0.3,0.105,0
0.007,0.003,0.002,0,0.001,0
0.008,0.015,0.004,0.3,-0.343,-1
0.002,0.011,0.006,0.6,0.043,1
-0.006,-0.003,0.001,0.7,0.672,0
0.003,-0.002,0,0.2,-0.14,0
0.007,0.01,0.001,0.5,-0.162,0
0.002,0.008,0.004,0.8,-0.171,0
0.001,0.002,0.003,0.9,0.134,0
0.011,0.012,0.005,1,0.292,-1
0.001,0.012,0.004,1,-0.105,1
-0.016,-0.015,-0.001,1,1.536,0
0.004,-0.012,-0.004,0,-0.406,-1
0.009,0.013,-0.001,0.1,-0.276,1
-0.002,0.007,0.004,0.4,0.223,0
0.003,0.001,0.003,0.3,-0.402,-1
0.007,0.01,0.003,0.4,0.537,0
-0.004,0.003,0.002,0.5,-0.191,1
-0.024,-0.027,-0.007,0.3,1.481,0
0.008,-0.016,-0.007,0,-0.155,-1
0.012,0.02,-0.001,0.2,-0.356,1
-0.017,-0.005,0.001,0.4,0.393,-1
0.013,-0.004,0.003,0,-0.323,0
-0.024,-0.011,-0.009,0.2,0.972,0
-0.006,-0.029,-0.006,0,-0.087,0
-0.033,-0.039,-0.021,0,0.968,1
-0.015,-0.048,-0.018,0,-0.015,-1
0.044,0.029,-0.001,0,-0.379,0
-0.003,0.041,0.009,0.4,-0.198,0
0.014,0.011,0.018,0.4,-0.259,0
-0.012,0.001,0,0.5,-0.005,0
-0.018,-0.03,-0.005,0.4,0.474,0
0.001,-0.018,-0.01,0.4,-0.057,0
-0.014,-0.013,-0.01,0.4,0.107,0
-0.006,-0.019,-0.006,0.3,0.095,1
-0.038,-0.043,-0.019,0.3,0.344,-1
0.015,-0.024,-0.01,0,-0.056,0
-0.013,0.002,-0.012,0.3,-0.461,0
0.001,-0.012,0.001,0.1,0.47,1
-0.006,-0.005,-0.006,0.2,-0.118,-1
0.033,0.027,0.009,0.1,-0.14,0
-0.013,0.021,0.005,0.7,-0.01,1
-0.017,-0.029,0.001,0.5,-0.067,0
0.026,0.009,-0.001,0.4,-0.136,-1
0.003,0.03,0.004,0.9,-0.057,0
-0.035,-0.032,-0.002,1,0.758,1
-0.012,-0.047,-0.015,0.5,-0.336,0
0.011,-0.002,-0.012,0.4,0.352,0
-0.005,0.005,-0.002,0.6,-0.251,-1
0.029,0.024,0.012,0.5,0.186,0
0.005,0.034,0.01,1,-0.326,0
-0.002,0.003,0.011,1,-0.032,0
0.023,0.021,0.009,1,0.15,0
0,0.022,0.007,1,-0.092,0
0.002,0.001,0.008,1,0.216,0
0.001,0.003,0.001,1,-0.339,0
-0.003,-0.002,0,0.9,0.225,0
-0.017,-0.019,-0.006,0.9,0.123,0
-0.003,-0.02,-0.008,0.6,0.064,1
-0.017,-0.02,-0.012,0.5,0.055,0
0.004,-0.012,-0.005,0.3,-0.111,-1
-0.003,0.001,-0.005,0.3,-0.291,0
-0.031,-0.034,-0.01,0.2,1.208,0
-0.009,-0.04,-0.014,0,-0.24,0
-0.004,-0.014,-0.015,0,0.348,1
-0.005,-0.01,-0.006,0,-0.391,0
0.007,0.001,-0.001,0,0.101,0
0.031,0.038,0.011,0.1,-0.012,0
0.01,0.042,0.016,0.6,-0.169,0
0.007,0.017,0.016,0.8,-0.312,0
0.001,0.008,0.006,1,-0.095,0
0.015,0.016,0.008,1,0.623,0
0,0.015,0.005,1,-0.134,-1
0,0,0.005,1,0.26,1
-0.028,-0.027,-0.009,1,0.217,0
0.006,-0.022,-0.007,0.6,-0.34,-1
0.011,0.017,-0.004,0.7,0.383,1
-0.013,-0.002,0.001,0.8,0.025,0
0.022,0.009,0.007,0.7,0.039,0
0.009,0.031,0.006,1,-0.192,0
0.01,0.019,0.014,1,-0.169,-1
0,0.01,0.006,1,0.111,0
-0.006,-0.007,0.001,1,-0.204,0
-0.005,-0.011,-0.004,0.8,0.35,1
0,-0.005,-0.004,0.7,0,0
0.023,0.022,0.006,0.7,-0.145,0
-0.005,0.018,0.006,1,-0.221,0
0.007,0.002,0.008,0.9,0.079,-1
-0.001,0.006,0,1,-0.112,0
-0.004,-0.005,0.001,1,0.707,0
0.005,0.001,0,0.8,-0.496,0
-0.005,0,-0.001,0.9,1.011,0
-0.027,-0.033,-0.009,0.5,0.126,0
-0.006,-0.033,-0.013,0,-0.124,0
-0.003,-0.009,-0.012,0,-0.337,1
0,-0.003,-0.003,0,-0.068,0
0.012,0.012,0.003,0,0.165,-1
0.002,0.014,0.005,0.3,0.062,0
-0.017,-0.016,-0.001,0.3,0.453,0
-0.003,-0.021,-0.006,0,-0.211,0
-0.004,-0.007,-0.008,0,-0.22,0
-0.015,-0.019,-0.007,0,0.717,0
0.004,-0.011,-0.005,0,-0.03,1
-0.007,-0.003,-0.006,0.1,-0.176,-1
0.015,0.009,0.004,0,0.215,0
-0.015,0.001,-0.002,0.4,-0.387,1
0,-0.015,0,0.2,0.638,0
0.03,0.03,0.005,0.2,-0.062,0
0.009,0.04,0.013,1,-0.392,-1
0.013,0.022,0.017,1,0.359,1
-0.011,0.002,0.004,1,-0.331,0
0.007,-0.004,0.003,0.8,0.056,-1
0.005,0.012,0,0.9,-0.019,0
0.005,0.01,0.006,1,-0.131,0
0.011,0.016,0.007,1,0.397,0
-0.001,0.01,0.005,1,0.175,0
0.004,0.003,0.005,1,-0.196,0
0,0.004,0.001,1,0.186,1
0,0,0.001,1,-0.021,-1
0.015,0.016,0.005,0.9,0.096,0
-0.002,0.013,0.004,1,0.251,0
-0.005,-0.007,0.003,0.9,-0.287,1
-0.008,-0.013,-0.005,0.6,0.058,-1
0.021,0.012,0.003,0.2,0.036,0
-0.005,0.016,0.003,0.9,-0.386,0
0.004,-0.001,0.007,0.6,0.625,0
-0.002,0.002,-0.001,0.7,-0.141,0
-0.003,-0.005,0,0.5,0.598,0
0.004,0.001,0,0.3,-0.392,1
-0.008,-0.003,-0.002,0.5,-0.049,-1
0.02,0.012,0.005,0,0.382,0
0,0.02,0.004,0.9,-0.353,0
-0.001,-0.001,0.006,0.9,0.109,0
0.006,0.004,0.002,0.8,0.078,0
0.001,0.007,0.002,1,-0.42,0
0.003,0.004,0.003,1,0.767,0
0.008,0.011,0.004,1,0.067,0
-0.004,0.004,0.002,1,0.12,1
0.002,-0.002,0.002,0.8,0.119,-1
0.005,0.007,0.001,0.8,-0.421,1
-0.013,-0.008,-0.002,1,0.987,0
0.01,-0.003,0.001,0.2,-0.287,-1
0.002,0.012,0,0.5,0.108,0
0.002,0.004,0.005,0.6,-0.512,0
0.003,0.005,0.002,0.6,0.397,0
0,0.003,0.002,0.7,0.052,0
-0.003,-0.003,0,0.7,0.195,0
0,-0.003,-0.001,0.4,-0.113,0
0.001,0.001,-0.001,0.4,-0.144,1
0,0.001,0,0.5,0.206,0
0.008,0.008,0.003,0.5,-0.09,0
0.004,0.012,0.004,0.9,0.432,0
0.019,0.023,0.01,1,-0.051,-1
0.004,0.023,0.009,1,-0.16,0
-0.002,0.002,0.007,1,-0.136,0
-0.007,-0.009,-0.002,0.9,0.195,0
0.004,-0.003,-0.002,0.4,0.186,0
-0.004,0,-0.002,0.5,-0.286,0
-0.012,-0.016,-0.004,0.2,0.513,0
-0.001,-0.013,-0.006,0,-0.314,0
-0.016,-0.017,-0.01,0,0.827,1
0.001,-0.015,-0.005,0,-0.425,0
0.015,0.015,0,0,0.147,0
0.003,0.018,0.006,0.3,-0.207,-1
-0.001,0.002,0.006,0.3,0.156,0
-0.014,-0.015,-0.004,0.3,0.226,0
0.015,0,0,0,-0.37,0
-0.012,0.003,-0.004,0.3,-0.457,0
0.003,-0.009,0.002,0.1,1.942,1
-0.006,-0.003,-0.005,0.2,0.046,0
0.021,0.016,0.006,0.1,-0.055,0
0.013,0.034,0.009,0.5,-0.135,-1
0.003,0.016,0.012,1,-0.209,0
-0.001,0.002,0.005,1,-0.319,0
0.001,0,0.001,1,1.005,0
0.004,0.004,0.001,1,-0.332,0
0.004,0.008,0.003,1,-0.104,0
0.006,0.01,0.005,1,-0.05,0
0.001,0.006,0.004,1,0.138,0
0.001,0.002,0.003,1,0.1,1
-0.005,-0.004,-0.001,1,0.092,-1
0.006,0.001,0.001,0.8,0.151,0
0.001,0.007,0.001,0.9,-0.238,1
0.002,0.003,0.003,0.8,-0.156,0
0.006,0.009,0.003,0.7,-0.203,-1
0.003,0.009,0.004,0.9,-0.169,0
-0.001,0.002,0.003,1,-0.112,1
0,-0.001,0.001,0.8,-0.17,0
0.001,0.002,0,0.8,-0.048,-1
0.001,0.002,0.001,0.9,0.049,1
-0.002,-0.001,0,1,0.32,0
0,-0.001,0,0.6,0.191,-1
0.01,0.011,0.003,0.7,0.521,0
-0.001,0.01,0.003,1,-0.009,0
0.005,0.005,0.005,0.9,-0.025,0
-0.002,0.003,0.001,1,-0.086,0
-0.002,-0.004,0,0.8,0.274,1
-0.001,-0.003,-0.002,0.5,-0.216,0
0.004,0.002,0,0.1,-0.099,-1
0.009,0.013,0.004,0.4,-0.021,1
-0.002,0.007,0.004,1,0.196,0
0.007,0.006,0.005,0.7,-0.088,-1
0.002,0.009,0.002,1,-0.028,1
-0.01,-0.008,0,1,0.328,0
-0.001,-0.011,-0.003,0,0.157,0
0.002,0.001,-0.003,0,-0.138,0
0.006,0.008,0.002,0.1,-0.249,0
0.001,0.006,0.003,0.4,0.473,0
0.004,0.004,0.004,0.4,-0.157,-1
0.002,0.006,0.002,0.6,-0.127,1
-0.017,-0.015,-0.004,0.7,1.398,0
0.008,-0.01,-0.002,0,-0.495,-1
0.016,0.024,0.002,0.2,0.12,0
-0.002,0.014,0.007,0.6,-0.292,1
0.002,0,0.005,0.5,0.233,0
0.003,0.005,0.001,0.5,-0.077,0
0.006,0.009,0.004,0.6,-0.165,-1
0.005,0.011,0.005,0.9,-0.119,0
-0.002,0.002,0.003,1,0.478,0
0,-0.002,0.001,0.9,0.111,0
0.006,0.006,0.001,0.9,-0.154,0
0.002,0.008,0.003,1,-0.262,1
-0.003,-0.001,0.002,1,0.176,0
0.006,0.003,0.002,0.8,0.089,0
0.003,0.009,0.002,1,-0.156,-1
0.002,0.005,0.004,1,0.184,0
-0.02,-0.018,-0.005,1,0.793,0
-0.006,-0.026,-0.008,0,-0.024,1
-0.001,-0.007,-0.009,0,0.144,0
0.011,0.01,0.001,0,-0.456,-1
0.006,0.017,0.005,0.3,-0.001,1
-0.017,-0.011,0,0.4,0.826,0
0.002,-0.015,-0.003,0,-0.225,-1
0.017,0.019,0.001,0.1,-0.119,0
-0.007,0.01,0.004,0.4,0.571,1
-0.008,-0.015,0.001,0.2,-0.218,-1
0.009,0.001,-0.002,0.1,-0.195,0
-0.001,0.007,0,0.2,-0.119,1
-0.019,-0.02,-0.004,0.2,0.959,-1
0.007,-0.012,-0.004,0,-0.251,0
-0.006,0.001,-0.006,0.2,0.041,0
-0.011,-0.017,-0.003,0.1,0.53,1
-0.019,-0.03,-0.012,0,0.303,0
0.013,-0.006,-0.006,0,-0.457,0
0.004,0.017,-0.001,0.3,-0.094,-1
0.015,0.019,0.011,0.3,-0.332,1
-0.003,0.012,0.005,0.6,-0.159,0
0.003,-0.001,0.005,0.5,0.147,0
0.01,0.012,0.003,0.7,0.071,-1
0.003,0.013,0.005,0.9,-0.022,1
-0.002,0.001,0.004,1,-0.295,0
0.007,0.004,0.003,0.9,0.183,0
0.007,0.014,0.004,1,0.047,0
-0.001,0.006,0.004,1,-0.024,0
0.004,0.003,0.003,1,0.161,0
0.001,0.005,0.001,1,-0.345,0
0,0.001,0.002,1,0.199,-1
0.003,0.003,0.001,1,-0.003,0
-0.003,0.001,0,1,0.418,0
-0.003,-0.006,-0.001,0.9,-0.133,0
-0.003,-0.006,-0.003,0.7,-0.18,0
-0.007,-0.01,-0.004,0.5,0.328,1
0,-0.008,-0.003,0,0.005,0
0.001,0.001,-0.002,0,-0.005,-1
0.004,0.004,0.002,0.1,0.054,1
-0.011,-0.008,-0.002,0.3,0.24,0
0.006,-0.006,0,0,-0.41,0
0.014,0.019,0.003,0.3,0.257,0
0.005,0.019,0.008,0.8,-0.129,0
-0.001,0.004,0.006,0.9,-0.516,0
0.009,0.008,0.004,0.9,1.229,0
0.007,0.015,0.005,1,-0.024,0
0.003,0.01,0.006,1,-0.128,-1
0.002,0.006,0.004,1,-0.078,0
-0.002,0.001,0.001,1,0.097,0
-0.004,-0.005,-0.001,0.9,0.096,0
-0.007,-0.01,-0.004,0.8,0.32,1
-0.009,-0.016,-0.007,0.6,0.242,0
0.004,-0.005,-0.004,0.3,-0.018,0
0.004,0.008,0,0.4,-0.488,-1
0.009,0.012,0.006,0.4,0.006,1
-0.011,-0.002,0.001,0.6,0.686,-1
0.005,-0.006,0.001,0.1,-0.114,0
-0.008,-0.003,-0.005,0.3,-0.082,0
-0.006,-0.014,-0.003,0,-0.1,1
0,-0.006,-0.005,0,0.36,0
0.009,0.009,0.001,0,-0.298,-1
0.002,0.011,0.004,0.3,-0.116,0
-0.008,-0.006,0.001,0.4,0.528,0
-0.012,-0.019,-0.006,0.1,-0.076,1
-0.001,-0.012,-0.007,0,-0.127,0
0.003,0.002,-0.003,0,0.026,0
0.005,0.008,0.002,0.1,0.091,0
0.004,0.008,0.004,0.3,-0.266,-1
0.01,0.014,0.006,0.4,0.362,0
-0.022,-0.012,-0.003,1,0.415,0
-0.001,-0.023,-0.004,0.1,-0.14,0
-0.01,-0.011,-0.011,0.1,0.171,0
-0.011,-0.02,-0.007,0,-0.233,0
-0.001,-0.011,-0.007,0,-0.102,1
-0.004,-0.005,-0.005,0,0.229,-1
0.008,0.003,0.001,0,-0.19,1
-0.014,-0.006,-0.003,0.2,0.482,0
0.001,-0.013,-0.002,0,-0.13,-1
0.013,0.013,0,0,-0.227,0
-0.018,-0.005,-0.001,0.4,0.874,0
0.002,-0.016,-0.001,0.1,0.024,1
0.003,0.005,-0.004,0.2,-0.243,0
0.005,0.008,0.003,0.1,-0.316,-1
0.014,0.019,0.007,0.6,0.211,0
-0.006,0.008,0.004,1,-0.085,0
-0.003,-0.009,0.002,0.8,0.892,1
-0.012,-0.014,-0.007,0.7,-0.324,0
0.009,-0.003,-0.002,0.4,-0.253,0
0.013,0.022,0.003,0.8,-0.02,0
0.009,0.022,0.01,1,0.476,0
0.01,0.018,0.011,1,-0.086,0
0.015,0.024,0.011,1,-0.094,0
-0.001,0.014,0.008,1,-0.18,0
0.001,0,0.005,1,-0.136,-1
0.01,0.012,0.003,1,0.189,0
-0.007,0.003,0.001,1,0.139,0
-0.018,-0.025,-0.005,0.8,0.009,1
-0.004,-0.022,-0.01,0.5,0.096,-1
0.003,-0.001,-0.006,0.4,-0.049,0
-0.007,-0.004,-0.003,0.5,0.108,0
0.006,-0.001,0.001,0.4,-0.027,1
-0.008,-0.002,-0.003,0.3,-0.105,0
0.016,0.008,0.005,0,-0.154,0
-0.001,0.016,0.002,0.4,-0.177,-1
0.014,0.013,0.01,0.4,0.788,0
0.001,0.015,0.005,0.7,-0.486,0
-0.006,-0.005,0.003,0.7,0.084,0
-0.004,-0.009,-0.003,0.5,-0.039,0
-0.02,-0.024,-0.01,0.4,0.897,0
-0.003,-0.023,-0.009,0,-0.165,0
-0.007,-0.01,-0.01,0,0.477,0
-0.004,-0.011,-0.005,0,0.061,0
-0.026,-0.03,-0.012,0,0.064,0
0.005,-0.02,-0.008,0,0.07,0
-0.047,-0.042,-0.023,0.1,0.404,0
-0.001,-0.048,-0.014,0,0.259,1
-0.065,-0.067,-0.038,0,0.071,-1
0.046,-0.022,-0.007,0,0.022,1
-0.044,0,-0.021,0.3,-0.077,0
0.045,-0.001,0.016,0.2,-0.264,0
0.007,0.052,0.003,0.5,-0.357,0
0.021,0.028,0.024,0.6,-0.175,0
-0.009,0.012,0.006,0.9,0.136,-1
0.001,-0.008,0.004,0.9,-0.19,0
-0.043,-0.042,-0.017,1,1.153,0
-0.016,-0.059,-0.019,0.7,-0.165,1
0.001,-0.016,-0.019,0.6,-0.358,0
0.033,0.034,0.006,0.6,0.204,-1
0.014,0.047,0.016,0.9,-0.254,1
-0.015,-0.001,0.011,1,0.265,0
0.015,-0.001,0.005,0.9,0.007,0
0.029,0.044,0.01,1,-0.393,0
0.003,0.031,0.016,1,0.264,-1
0.004,0.007,0.012,1,0.251,0
-0.01,-0.006,-0.001,1,-0.157,0
-0.026,-0.036,-0.011,0.9,0.004,1
-0.007,-0.033,-0.014,0.6,0.116,-1
0.028,0.021,-0.002,0.5,-0.264,0
-0.01,0.018,0.004,0.9,0.194,0
-0.026,-0.036,-0.003,0.7,0.517,1
0.006,-0.02,-0.01,0.5,-0.196,0
0.009,0.016,-0.004,0.2,-0.109,0
0.014,0.023,0.01,0.4,0.172,-1
0.017,0.031,0.013,0.7,0.023,0
0.006,0.023,0.012,1,-0.129,0
-0.01,-0.004,0.004,1,-0.151,0
-0.001,-0.011,-0.002,0.8,-0.094,0
-0.029,-0.031,-0.013,0.7,0.445,1
-0.032,-0.061,-0.021,0.1,0.625,0
0.006,-0.026,-0.018,0,-0.402,0
0.024,0.03,-0.001,0.1,-0.152,-1
0.011,0.035,0.014,0.5,0.196,0
-0.02,-0.009,0.005,0.7,-0.08,0
0.008,-0.013,0,0.4,0.04,0
-0.025,-0.017,-0.012,0.5,-0.033,1
-0.028,-0.053,-0.015,0.2,0.266,0
0.022,-0.007,-0.01,0,0.258,0
0.019,0.041,0.004,0.3,-0.381,-1
0.018,0.037,0.02,0.6,-0.093,1
-0.007,0.011,0.01,0.9,0.213,0
0.033,0.027,0.015,0.8,-0.262,0
0.001,0.034,0.009,1,-0.094,0
0.009,0.01,0.014,1,0.347,0
-0.002,0.007,0.003,1,-0.245,-1
0.017,0.015,0.008,1,-0.005,1
-0.019,-0.002,-0.001,1,-0.043,-1
0.02,0,0.006,0.8,0.576,0
-0.012,0.007,-0.004,0.9,-0.289,1
0.004,-0.008,0.004,0.8,0.157,0
0.019,0.023,0.004,0.8,0.065,-1
0.012,0.031,0.012,1,-0.272,1
-0.019,-0.007,0.004,1,0.322,0
0.01,-0.009,0.001,0.6,0.076,0
0.035,0.045,0.009,0.7,0.36,-1
0,0.035,0.015,1,-0.425,0
-0.024,-0.024,0.004,1,0.01,1
-0.028,-0.051,-0.017,0.3,0.826,0
0.016,-0.012,-0.012,0,-0.413,-1
0.018,0.035,0.002,0.2,0.19,1
-0.006,0.012,0.009,0.5,-0.143,-1
0.006,0,0.006,0.4,-0.212,0
0.013,0.019,0.004,0.5,0.141,1
-0.037,-0.025,-0.006,0.6,0.506,0
0.009,-0.028,-0.005,0,-0.314,-1
0.019,0.028,-0.003,0.1,-0.181,0
-0.009,0.009,0.006,0.4,-0.161,0
0.005,-0.005,0.005,0.2,0.16,0
-0.016,-0.011,-0.007,0.3,0.277,0
-0.016,-0.031,-0.009,0,0.405,0
-0.001,-0.017,-0.011,0,-0.349,0
-0.019,-0.02,-0.012,0,0.065,0
-0.004,-0.023,-0.008,0,-0.057,0
-0.022,-0.026,-0.015,0,0.036,1
-0.002,-0.024,-0.009,0,-0.556,0
0.029,0.027,0.002,0,1.116,0
0.003,0.032,0.01,0.4,-0.054,-1
0.041,0.044,0.024,0.5,0.628,0
0,0.041,0.015,1,-0.455,0
-0.001,-0.001,0.013,1,0.25,0
0.011,0.01,0.003,1,0.019,0
0,0.011,0.003,1,-0.206,0
0.004,0.004,0.005,1,0.33,1
-0.022,-0.018,-0.006,1,0.013,-1
0.017,-0.005,0,0.7,-0.132,0
-0.015,0.002,-0.007,0.9,0.032,0
-0.009,-0.024,-0.002,0.7,0.136,0
-0.011,-0.02,-0.012,0.5,-0.027,0
0.004,-0.007,-0.005,0.4,-0.166,0
0.001,0.005,-0.002,0.1,0.107,1
-0.011,-0.009,-0.002,0,-0.166,0
0.03,0.019,0.007,0,0.226,0
0.002,0.032,0.007,0.6,-0.138,0
0.009,0.011,0.014,0.6,-0.385,0
0.009,0.018,0.007,0.8,-0.228,-1
0.001,0.01,0.006,0.9,-0.066,1
-0.013,-0.012,-0.001,0.9,0.384,-1
0.01,-0.003,-0.001,0.7,0.037,1
-0.005,0.005,-0.003,0.9,-0.226,0
0.016,0.011,0.007,0.8,1.026,0
0.002,0.018,0.004,1,-0.343,-1
0.003,0.004,0.007,1,0.367,1
-0.003,0,0.001,1,-0.149,0
0.002,0,0.001,0.9,-0.328,0
0.009,0.011,0.003,1,0.158,0
0.001,0.009,0.004,1,-0.032,-1
0.002,0.003,0.004,1,0.067,1
-0.005,-0.003,-0.001,1,0.511,0
0.004,-0.001,0,0.7,-0.265,0
0.011,0.015,0.003,0.8,0.236,0
0.005,0.016,0.007,1,-0.227,-1
0.004,0.009,0.007,1,0.094,0
-0.003,0.001,0.002,1,-0.065,1
-0.001,-0.004,0,0.8,-0.203,-1
0.008,0.007,0.001,0.7,0.927,0
-0.005,0.003,0.001,1,-0.069,0
0,-0.006,0.001,0.6,-0.268,0
-0.003,-0.004,-0.003,0.5,0.089,1
0,-0.004,-0.001,0.2,0.067,0
0.009,0.008,0.002,0.1,0.057,0
0.002,0.01,0.004,0.6,-0.32,-1
0.014,0.016,0.008,0.7,0.42,1
-0.001,0.013,0.005,1,-0.329,0
0.003,0.002,0.005,0.9,0.258,0
0.003,0.006,0.002,1,0.028,-1
0.001,0.004,0.002,1,0.066,1
-0.007,-0.006,-0.001,1,0.13,-1
0.007,0,0,0.4,-0.31,0
-0.001,0.006,0,0.6,0.427,1
-0.005,-0.006,0,0.5,0.181,0
0.011,0.006,0.002,0.2,-0.044,-1
0.003,0.014,0.003,0.6,-0.304,0
0,0.003,0.005,0.7,0.032,1
-0.003,-0.003,0,0.6,-0.072,0
0.004,0.001,0,0.3,0.106,0
0.002,0.007,0.001,0.5,-0.234,0
0.002,0.004,0.003,0.6,0.381,-1
0.003,0.005,0.002,0.7,-0.112,1
-0.004,-0.001,0,0.8,0.437,-1
0.005,0.001,0.001,0.4,-0.22,0
-0.003,0.002,-0.001,0.8,-0.168,0
-0.004,-0.007,-0.001,0.3,0.167,1
-0.015,-0.019,-0.007,0,0.436,0
0.007,-0.008,-0.004,0,-0.289,0
0.01,0.017,0.001,0.2,-0.186,-1
0.004,0.014,0.007,0.5,0.05,1
0,0.004,0.005,0.6,-0.153,0
0.018,0.018,0.007,0.6,0.77,0
-0.001,0.017,0.006,0.9,-0.211,-1
0.006,0.005,0.008,0.9,0.137,0
